settlementdate,regionid,rrp,intervention,totaldemand,availablegeneration,netinterchange,intervention_regionsum
2026-02-01 00:05:00,NSW1,57.05984,0,8186.33,13272.53373,-1054.73,0
2026-02-01 00:10:00,NSW1,64.51979,0,8165.29,13246.7542,-924.67,0
2026-02-01 00:15:00,NSW1,65.08727,0,8202.7,13198.51267,-1006.5,0
2026-02-01 00:20:00,NSW1,64.89,0,8213.41,13169.71135,-1011.73,0
2026-02-01 00:25:00,NSW1,63.4718,0,8055.53,13139.8476,-934.04,0
2026-02-01 00:30:00,NSW1,64.85825,0,8072.11,13075.02694,-1077.86,0
2026-02-01 00:35:00,NSW1,64.05037,0,7942.1,13037.29402,-1018.58,0
2026-02-01 00:40:00,NSW1,64.89,0,7942.04,13036.20127,-1150.21,0
2026-02-01 00:45:00,NSW1,64.14536,0,7813.26,13047.5035,-1076.92,0
2026-02-01 00:50:00,NSW1,62.95677,0,7801.77,13065.23732,-1044.53,0
2026-02-01 00:55:00,NSW1,63.01,0,7706.27,13048.13825,-948.0,0
2026-02-01 01:00:00,NSW1,72.01237,0,7744.48,13043.26281,-931.2,0
2026-02-01 01:05:00,NSW1,65.4564,0,7745.49,13025.61722,-1151.6,0
2026-02-01 01:10:00,NSW1,65.50229,0,7701.84,13005.23055,-1145.33,0
2026-02-01 01:15:00,NSW1,73.20014,0,7665.37,13019.3531,-1090.54,0
2026-02-01 01:20:00,NSW1,65.12769,0,7651.4,13007.21169,-1095.03,0
2026-02-01 01:25:00,NSW1,65.60312,0,7665.4,13019.0765,-1095.05,0
2026-02-01 01:30:00,NSW1,64.76199,0,7672.47,13025.9634,-1105.26,0
2026-02-01 01:35:00,NSW1,73.2001,0,7664.52,13038.24596,-1106.11,0
2026-02-01 01:40:00,NSW1,64.44455,0,7623.14,13048.70352,-1095.22,0
2026-02-01 01:45:00,NSW1,64.11347,0,7550.09,13050.91973,-1035.79,0
2026-02-01 01:50:00,NSW1,63.20462,0,7478.99,13064.05822,-978.07,0
2026-02-01 01:55:00,NSW1,57.31,0,7489.75,13130.71626,-1001.77,0
2026-02-01 02:00:00,NSW1,61.73103,0,7524.78,13106.41602,-988.77,0
2026-02-01 02:05:00,NSW1,72.58602,0,7408.12,13204.55287,-992.32,0
2026-02-01 02:10:00,NSW1,73.50236,0,7426.31,13152.60594,-1019.81,0
2026-02-01 02:15:00,NSW1,73.2001,0,7490.18,13162.42459,-1100.94,0
2026-02-01 02:20:00,NSW1,73.95127,0,7480.92,13200.36349,-1075.76,0
2026-02-01 02:25:00,NSW1,73.34123,0,7451.24,13211.70772,-1049.15,0
2026-02-01 02:30:00,NSW1,73.2001,0,7427.74,13245.0307,-1016.64,0
2026-02-01 02:35:00,NSW1,75.58102,0,7461.68,13276.77733,-1100.39,0
2026-02-01 02:40:00,NSW1,73.20011,0,7429.58,13327.99392,-1026.08,0
2026-02-01 02:45:00,NSW1,64.1194,0,7342.28,13359.53969,-979.77,0
2026-02-01 02:50:00,NSW1,63.4324,0,7307.59,13392.58452,-925.48,0
2026-02-01 02:55:00,NSW1,71.15093,0,7333.77,13445.51114,-901.86,0
2026-02-01 03:00:00,NSW1,62.23064,0,7239.53,13488.69114,-763.22,0
2026-02-01 03:05:00,NSW1,62.37652,0,7240.06,13524.61192,-781.75,0
2026-02-01 03:10:00,NSW1,62.72437,0,7330.8,13593.23154,-805.1,0
2026-02-01 03:15:00,NSW1,62.7549,0,7272.6,13546.50289,-811.72,0
2026-02-01 03:20:00,NSW1,73.20007,0,7258.15,13534.54078,-808.36,0
2026-02-01 03:25:00,NSW1,71.28229,0,7265.43,13484.7445,-869.22,0
2026-02-01 03:30:00,NSW1,70.85285,0,7263.35,13494.04193,-836.75,0
2026-02-01 03:35:00,NSW1,71.29776,0,7259.83,13469.21432,-895.06,0
2026-02-01 03:40:00,NSW1,73.20007,0,7259.21,13410.62974,-948.79,0
2026-02-01 03:45:00,NSW1,71.79075,0,7215.86,13410.84801,-907.63,0
2026-02-01 03:50:00,NSW1,73.20007,0,7213.24,13378.43522,-925.57,0
2026-02-01 03:55:00,NSW1,71.30996,0,7167.81,13384.0375,-893.22,0
2026-02-01 04:00:00,NSW1,63.17752,0,7155.23,13377.92371,-878.99,0
2026-02-01 04:05:00,NSW1,79.84474,0,7153.02,13326.70919,-979.9,0
2026-02-01 04:10:00,NSW1,76.89272,0,7165.8,13287.73006,-1020.49,0
2026-02-01 04:15:00,NSW1,79.95,0,7235.47,13294.32746,-1080.05,0
2026-02-01 04:20:00,NSW1,79.95,0,7220.07,13299.74648,-1094.21,0
2026-02-01 04:25:00,NSW1,83.4501,0,7246.3,13303.42815,-1047.32,0
2026-02-01 04:30:00,NSW1,84.79,0,7213.5,13310.03264,-968.72,0
2026-02-01 04:35:00,NSW1,79.95022,0,7218.2,13319.83982,-880.27,0
2026-02-01 04:40:00,NSW1,79.95022,0,7262.71,13324.50037,-872.67,0
2026-02-01 04:45:00,NSW1,79.94989,0,7260.45,13348.43584,-864.77,0
2026-02-01 04:50:00,NSW1,79.60405,0,7233.27,13376.56047,-834.65,0
2026-02-01 04:55:00,NSW1,79.95022,0,7264.96,13360.72972,-806.57,0
2026-02-01 05:00:00,NSW1,87.46702,0,7309.24,13160.72455,-853.47,0
2026-02-01 05:05:00,NSW1,80.11021,0,7300.71,13128.92376,-847.34,0
2026-02-01 05:10:00,NSW1,87.32232,0,7402.9,13192.92776,-865.0,0
2026-02-01 05:15:00,NSW1,74.40105,0,7310.62,13187.27535,-827.11,0
2026-02-01 05:20:00,NSW1,77.29167,0,7396.01,13222.46272,-905.1,0
2026-02-01 05:25:00,NSW1,77.43322,0,7402.71,13246.8171,-893.19,0
2026-02-01 05:30:00,NSW1,77.35383,0,7390.05,13251.92922,-897.46,0
2026-02-01 05:35:00,NSW1,77.36417,0,7334.96,13276.60796,-894.86,0
2026-02-01 05:40:00,NSW1,73.20002,0,7339.64,13264.1873,-929.17,0
2026-02-01 05:45:00,NSW1,73.20002,0,7369.89,13242.82868,-959.52,0
2026-02-01 05:50:00,NSW1,73.20002,0,7347.65,13251.88393,-968.43,0
2026-02-01 05:55:00,NSW1,72.30808,0,7336.71,13229.51715,-1067.53,0
2026-02-01 06:00:00,NSW1,68.65681,0,7266.57,13205.11625,-1079.44,0
2026-02-01 06:05:00,NSW1,79.13648,0,7325.94,13254.98705,-1055.77,0
2026-02-01 06:10:00,NSW1,73.20002,0,7344.41,13334.52668,-1070.94,0
2026-02-01 06:15:00,NSW1,65.38741,0,7388.23,13436.40543,-1146.03,0
2026-02-01 06:20:00,NSW1,74.39733,0,7449.52,13412.21228,-1170.09,0
2026-02-01 06:25:00,NSW1,73.20002,0,7404.26,13426.59816,-1208.5,0
2026-02-01 06:30:00,NSW1,57.08,0,7382.1,13517.33999,-1195.22,0
2026-02-01 06:35:00,NSW1,57.08,0,7368.66,13526.04733,-1360.63,0
2026-02-01 06:40:00,NSW1,57.08,0,7285.65,13466.88687,-1340.71,0
2026-02-01 06:45:00,NSW1,57.06,0,7262.62,13510.25378,-1418.38,0
2026-02-01 06:50:00,NSW1,56.98,0,7275.99,13552.9106,-1537.61,0
2026-02-01 06:55:00,NSW1,56.98,0,7306.36,13636.0013,-1631.82,0
2026-02-01 07:00:00,NSW1,36.25,0,7315.58,13639.54297,-1764.61,0
2026-02-01 07:05:00,NSW1,57.05984,0,7323.7,13754.59788,-1783.72,0
2026-02-01 07:10:00,NSW1,57.06,0,7399.37,13806.17738,-1698.58,0
2026-02-01 07:15:00,NSW1,57.06,0,7386.65,13963.57751,-1632.12,0
2026-02-01 07:20:00,NSW1,56.98,0,7365.55,14062.7099,-1589.02,0
2026-02-01 07:25:00,NSW1,43.18024,0,7340.99,14244.73328,-1532.2,0
2026-02-01 07:30:00,NSW1,56.98,0,7358.72,14197.82324,-1591.95,0
2026-02-01 07:35:00,NSW1,41.93703,0,7268.34,14353.49321,-1276.29,0
2026-02-01 07:40:00,NSW1,56.98,0,7351.6,14344.46511,-1307.09,0
2026-02-01 07:45:00,NSW1,57.08,0,7414.72,14327.73089,-1374.04,0
2026-02-01 07:50:00,NSW1,56.98,0,7433.51,14406.9171,-1462.06,0
2026-02-01 07:55:00,NSW1,36.07,0,7366.22,14507.00425,-1500.57,0
2026-02-01 08:00:00,NSW1,36.07,0,7392.99,14545.00833,-1489.02,0
2026-02-01 08:05:00,NSW1,40.54,0,7538.69,14502.02414,-1537.84,0
2026-02-01 08:10:00,NSW1,56.98,0,7607.9,14550.47194,-1532.84,0
2026-02-01 08:15:00,NSW1,36.07,0,7562.59,14647.98843,-1494.86,0
2026-02-01 08:20:00,NSW1,36.07,0,7571.09,14729.77603,-1483.43,0
2026-02-01 08:25:00,NSW1,35.88,0,7690.16,14919.4491,-1571.16,0
2026-02-01 08:30:00,NSW1,36.06,0,7728.17,14889.94811,-1583.32,0
2026-02-01 08:35:00,NSW1,36.07,0,7739.57,14869.63581,-1510.98,0
2026-02-01 08:40:00,NSW1,40.54,0,7745.16,14721.58731,-1510.86,0
2026-02-01 08:45:00,NSW1,36.07,0,7779.46,14760.4077,-1555.31,0
2026-02-01 08:50:00,NSW1,36.07,0,7836.19,14869.59848,-1506.23,0
2026-02-01 08:55:00,NSW1,36.07,0,7821.72,14918.50784,-1493.28,0
2026-02-01 09:00:00,NSW1,36.07,0,7873.57,14919.906,-1455.33,0
2026-02-01 09:05:00,NSW1,57.08,0,7906.9,14729.2226,-1379.86,0
2026-02-01 09:10:00,NSW1,57.06,0,8019.5,14708.57761,-1424.09,0
2026-02-01 09:15:00,NSW1,36.07,0,7884.11,14733.84447,-1406.7,0
2026-02-01 09:20:00,NSW1,43.48,0,7963.44,14787.58046,-1393.79,0
2026-02-01 09:25:00,NSW1,56.98,0,7951.53,14753.34625,-1383.14,0
2026-02-01 09:30:00,NSW1,36.05987,0,7732.38,14848.70399,-1419.59,0
2026-02-01 09:35:00,NSW1,35.88,0,7695.97,14901.00353,-1400.0,0
2026-02-01 09:40:00,NSW1,35.88,0,7710.75,14995.32652,-1351.15,0
2026-02-01 09:45:00,NSW1,35.88,0,7759.99,15085.00648,-1353.03,0
2026-02-01 09:50:00,NSW1,36.07,0,7829.83,14964.76133,-1316.42,0
2026-02-01 09:55:00,NSW1,36.07,0,7922.23,15003.74196,-1343.67,0
2026-02-01 10:00:00,NSW1,36.07,0,7963.41,14916.76037,-1354.1,0
2026-02-01 10:05:00,NSW1,40.48,0,8048.13,14878.37691,-1323.38,0
2026-02-01 10:10:00,NSW1,40.54,0,8149.96,14855.79505,-1402.22,0
2026-02-01 10:15:00,NSW1,56.98003,0,8089.46,15005.82286,-1271.96,0
2026-02-01 10:20:00,NSW1,56.98,0,8035.49,15012.13005,-1128.84,0
2026-02-01 10:25:00,NSW1,57.06,0,7981.49,15203.7837,-769.92,0
2026-02-01 10:30:00,NSW1,57.06,0,8114.49,15433.87538,-686.97,0
2026-02-01 10:35:00,NSW1,36.07,0,8078.67,15583.20872,-918.36,0
2026-02-01 10:40:00,NSW1,36.07,0,8118.47,15493.83071,-1031.61,0
2026-02-01 10:45:00,NSW1,36.07,0,7914.71,15618.00009,-610.99,0
2026-02-01 10:50:00,NSW1,21.98,0,8030.74,15837.47059,-860.34,0
2026-02-01 10:55:00,NSW1,35.88,0,8170.68,15669.69549,-910.19,0
2026-02-01 11:00:00,NSW1,36.07,0,8119.94,15681.31533,-683.08,0
2026-02-01 11:05:00,NSW1,22.07,0,8123.18,15593.43729,-989.36,0
2026-02-01 11:10:00,NSW1,39.25,0,8220.27,15842.48904,-517.66,0
2026-02-01 11:15:00,NSW1,22.07,0,8160.26,15635.34011,-1023.51,0
2026-02-01 11:20:00,NSW1,36.06,0,8166.28,15726.88402,-885.59,0
2026-02-01 11:25:00,NSW1,39.13,0,8061.7,15666.63021,-494.55,0
2026-02-01 11:30:00,NSW1,0.03292,0,7925.17,15576.35883,-869.92,0
2026-02-01 11:35:00,NSW1,38.68,0,7888.62,15895.06352,-174.75,0
2026-02-01 11:40:00,NSW1,-5.43731,0,7774.5,15809.93291,-542.54,0
2026-02-01 11:45:00,NSW1,0.01059,0,7736.11,15669.48721,-755.67,0
2026-02-01 11:50:00,NSW1,22.07,0,7626.8,15748.06964,-551.19,0
2026-02-01 11:55:00,NSW1,5.41619,0,7588.1,15683.02677,-712.34,0
2026-02-01 12:00:00,NSW1,22.07,0,7553.25,15713.20397,-679.03,0
2026-02-01 12:05:00,NSW1,-5.51,0,7290.29,15889.22466,-566.08,0
2026-02-01 12:10:00,NSW1,3e-05,0,7473.52,16016.22783,-368.08,0
2026-02-01 12:15:00,NSW1,-6.28094,0,7378.42,16167.27884,-359.41,0
2026-02-01 12:20:00,NSW1,-5.13047,0,7495.63,16171.13789,-233.25,0
2026-02-01 12:25:00,NSW1,-5.38395,0,7586.66,16177.01933,-497.06,0
2026-02-01 12:30:00,NSW1,12.59707,0,7709.02,16095.4391,-497.61,0
2026-02-01 12:35:00,NSW1,34.01,0,7723.94,16140.67209,-644.26,0
2026-02-01 12:40:00,NSW1,35.87972,0,7754.6,16039.11544,-658.41,0
2026-02-01 12:45:00,NSW1,0.51,0,7647.74,15815.91402,-629.55,0
2026-02-01 12:50:00,NSW1,0.51,0,7732.51,16000.00069,-571.99,0
2026-02-01 12:55:00,NSW1,35.88,0,7746.4,16047.69981,-615.92,0
2026-02-01 13:00:00,NSW1,35.88,0,7530.96,15842.80825,-581.16,0
2026-02-01 13:05:00,NSW1,12.60273,0,7354.75,15827.41762,-395.06,0
2026-02-01 13:10:00,NSW1,-5.36828,0,7448.66,16060.9767,-365.28,0
2026-02-01 13:15:00,NSW1,12.50828,0,7525.54,16009.97604,-461.85,0
2026-02-01 13:20:00,NSW1,-5.01,0,7517.69,15946.10662,-559.11,0
2026-02-01 13:25:00,NSW1,36.06028,0,7573.53,15552.69669,-626.7,0
2026-02-01 13:30:00,NSW1,55.33654,0,7543.32,15626.107,-426.62,0
2026-02-01 13:35:00,NSW1,36.91798,0,7502.73,16005.41874,-84.99,0
2026-02-01 13:40:00,NSW1,0.0,0,7575.77,16200.78622,-264.48,0
2026-02-01 13:45:00,NSW1,38.06983,0,7550.69,15901.62916,-234.69,0
2026-02-01 13:50:00,NSW1,35.88014,0,7516.88,15694.68193,-354.48,0
2026-02-01 13:55:00,NSW1,35.88014,0,7479.81,15867.68005,-179.33,0
2026-02-01 14:00:00,NSW1,42.21988,0,7591.54,15861.12822,-114.46,0
2026-02-01 14:05:00,NSW1,36.06,0,7626.76,15584.15465,-264.32,0
2026-02-01 14:10:00,NSW1,-4.75069,0,7546.31,16004.2883,-5.99,0
2026-02-01 14:15:00,NSW1,0.51,0,7652.67,16188.25882,-82.82,0
2026-02-01 14:20:00,NSW1,36.06025,0,7728.49,16003.13475,-210.82,0
2026-02-01 14:25:00,NSW1,-6.48121,0,7863.45,16151.98421,-433.96,0
2026-02-01 14:30:00,NSW1,17.49329,0,8070.45,16279.01609,-364.98,0
2026-02-01 14:35:00,NSW1,35.88,0,8200.3,16385.72315,-417.51,0
2026-02-01 14:40:00,NSW1,55.30873,0,8235.82,16201.81879,-396.52,0
2026-02-01 14:45:00,NSW1,39.55,0,8391.23,16022.54471,-440.78,0
2026-02-01 14:50:00,NSW1,36.06,0,8558.89,16236.86377,-468.52,0
2026-02-01 14:55:00,NSW1,53.07481,0,8597.89,16390.42957,-245.82,0
2026-02-01 15:00:00,NSW1,36.06,0,8546.3,16364.62262,-345.01,0
2026-02-01 15:05:00,NSW1,36.06029,0,8609.51,16263.97832,-268.58,0
2026-02-01 15:10:00,NSW1,49.08703,0,8777.31,16315.1139,-239.02,0
2026-02-01 15:15:00,NSW1,96.91466,0,8958.22,16302.26523,-230.48,0
2026-02-01 15:20:00,NSW1,57.31,0,9029.65,16280.8661,-136.78,0
2026-02-01 15:25:00,NSW1,54.80661,0,9086.49,16135.94897,-269.73,0
2026-02-01 15:30:00,NSW1,36.25,0,9160.68,16213.23936,-354.06,0
2026-02-01 15:35:00,NSW1,83.0265,0,9255.73,16072.95385,-317.17,0
2026-02-01 15:40:00,NSW1,70.78049,0,9205.14,16117.76219,-150.92,0
2026-02-01 15:45:00,NSW1,68.93961,0,9187.31,16097.16589,40.35,0
2026-02-01 15:50:00,NSW1,36.05977,0,9253.68,16148.51192,25.1,0
2026-02-01 15:55:00,NSW1,59.36643,0,9312.53,16264.44148,134.35,0
2026-02-01 16:00:00,NSW1,-37.69,0,9198.96,16382.44105,53.11,0
2026-02-01 16:05:00,NSW1,40.47609,0,9304.28,16064.78392,-123.53,0
2026-02-01 16:10:00,NSW1,51.03269,0,9255.78,15957.47222,-185.06,0
2026-02-01 16:15:00,NSW1,47.70436,0,9242.43,16047.77892,-132.45,0
2026-02-01 16:20:00,NSW1,29.62145,0,9175.11,16077.85492,-69.3,0
2026-02-01 16:25:00,NSW1,36.25,0,9182.94,15957.54139,-226.6,0
2026-02-01 16:30:00,NSW1,27.57453,0,9176.48,15966.53089,-273.71,0
2026-02-01 16:35:00,NSW1,36.25,0,9243.33,15910.85095,-214.06,0
2026-02-01 16:40:00,NSW1,77.09673,0,9348.9,15757.21462,-216.79,0
2026-02-01 16:45:00,NSW1,57.31,0,9353.33,15770.1114,-268.21,0
2026-02-01 16:50:00,NSW1,57.31,0,9367.43,15729.92987,-226.0,0
2026-02-01 16:55:00,NSW1,59.55902,0,9438.71,15575.37874,-308.64,0
2026-02-01 17:00:00,NSW1,73.55164,0,9496.58,15641.9028,-243.02,0
2026-02-01 17:05:00,NSW1,57.31,0,9455.23,15617.03003,-352.86,0
2026-02-01 17:10:00,NSW1,57.31,0,9423.66,15644.24516,-326.49,0
2026-02-01 17:15:00,NSW1,57.31,0,9441.93,15585.20835,-462.18,0
2026-02-01 17:20:00,NSW1,57.31,0,9457.27,15540.24653,-531.07,0
2026-02-01 17:25:00,NSW1,57.31,0,9405.78,15265.13836,-609.65,0
2026-02-01 17:30:00,NSW1,36.25,0,9382.49,15355.66475,-641.28,0
2026-02-01 17:35:00,NSW1,77.03015,0,9368.85,15037.21751,-674.47,0
2026-02-01 17:40:00,NSW1,57.31,0,9359.06,14887.28688,-517.28,0
2026-02-01 17:45:00,NSW1,57.31,0,9245.7,14874.14086,-387.15,0
2026-02-01 17:50:00,NSW1,57.31,0,9246.64,14779.68427,-519.23,0
2026-02-01 17:55:00,NSW1,57.31,0,9316.87,14608.4039,-611.72,0
2026-02-01 18:00:00,NSW1,96.01278,0,9281.53,14497.62179,-570.75,0
2026-02-01 18:05:00,NSW1,57.31,0,9202.75,14406.54843,-638.63,0
2026-02-01 18:10:00,NSW1,92.99576,0,9205.11,14268.14826,-626.83,0
2026-02-01 18:15:00,NSW1,57.31,0,9091.99,14111.89228,-802.26,0
2026-02-01 18:20:00,NSW1,90.56751,0,9112.0,13979.10612,-810.05,0
2026-02-01 18:25:00,NSW1,92.49153,0,9047.9,13855.33878,-804.16,0
2026-02-01 18:30:00,NSW1,100.3,0,9041.9,13729.16329,-839.78,0
2026-02-01 18:35:00,NSW1,57.35,0,8974.76,13659.18313,-815.63,0
2026-02-01 18:40:00,NSW1,57.35,0,8972.55,13574.55613,-865.04,0
2026-02-01 18:45:00,NSW1,90.19633,0,9050.08,13470.22813,-867.11,0
2026-02-01 18:50:00,NSW1,58.31711,0,8858.46,13349.66007,-898.8,0
2026-02-01 18:55:00,NSW1,66.81536,0,8898.5,13350.54993,-904.27,0
2026-02-01 19:00:00,NSW1,78.22938,0,8896.35,13293.72021,-997.27,0
2026-02-01 19:05:00,NSW1,84.44124,0,8819.54,13407.23598,-953.87,0
2026-02-01 19:10:00,NSW1,64.28399,0,8807.7,13401.15753,-983.5,0
2026-02-01 19:15:00,NSW1,78.33755,0,8856.68,13379.25274,-1032.94,0
2026-02-01 19:20:00,NSW1,74.28178,0,8735.73,13342.14382,-979.09,0
2026-02-01 19:25:00,NSW1,80.26264,0,8789.1,13286.28181,-1017.61,0
2026-02-01 19:30:00,NSW1,75.00868,0,8742.83,13266.69138,-971.11,0
2026-02-01 19:35:00,NSW1,73.07078,0,8731.6,13251.9991,-944.91,0
2026-02-01 19:40:00,NSW1,72.94718,0,8686.14,13237.97401,-899.29,0
2026-02-01 19:45:00,NSW1,71.98295,0,8656.58,13240.63399,-901.53,0
2026-02-01 19:50:00,NSW1,72.74951,0,8682.52,13224.06228,-882.35,0
2026-02-01 19:55:00,NSW1,70.09372,0,8611.37,13198.71664,-885.5,0
2026-02-01 20:00:00,NSW1,71.68075,0,8561.94,13224.95603,-809.27,0
2026-02-01 20:05:00,NSW1,71.69793,0,8540.0,13233.08423,-860.98,0
2026-02-01 20:10:00,NSW1,71.74009,0,8508.69,13205.65046,-871.11,0
2026-02-01 20:15:00,NSW1,71.90035,0,8445.1,13192.9917,-882.84,0
2026-02-01 20:20:00,NSW1,71.00215,0,8452.07,13143.857,-887.27,0
2026-02-01 20:25:00,NSW1,72.43728,0,8406.44,13190.78676,-831.33,0
2026-02-01 20:30:00,NSW1,72.44824,0,8372.4,13224.62665,-816.25,0
2026-02-01 20:35:00,NSW1,70.22072,0,8275.2,13221.83903,-774.53,0
2026-02-01 20:40:00,NSW1,72.34965,0,8253.22,13200.44825,-802.26,0
2026-02-01 20:45:00,NSW1,72.44872,0,8249.7,13192.83246,-819.11,0
2026-02-01 20:50:00,NSW1,62.78668,0,8161.77,13184.10975,-818.81,0
2026-02-01 20:55:00,NSW1,62.98248,0,8150.38,13177.61015,-849.61,0
2026-02-01 21:00:00,NSW1,65.12508,0,8146.0,13204.06523,-833.55,0
2026-02-01 21:05:00,NSW1,72.78031,0,8071.73,13229.77597,-823.34,0
2026-02-01 21:10:00,NSW1,70.01715,0,8053.56,13240.03983,-814.49,0
2026-02-01 21:15:00,NSW1,72.53418,0,8062.5,13243.27341,-789.39,0
2026-02-01 21:20:00,NSW1,71.68179,0,8050.64,13260.81956,-777.28,0
2026-02-01 21:25:00,NSW1,59.26669,0,8002.5,13269.69956,-792.53,0
2026-02-01 21:30:00,NSW1,67.20567,0,8031.83,13287.01234,-771.08,0
2026-02-01 21:35:00,NSW1,69.99953,0,7998.69,13291.59423,-782.33,0
2026-02-01 21:40:00,NSW1,76.18687,0,7954.19,13313.09006,-794.15,0
2026-02-01 21:45:00,NSW1,72.1563,0,7944.17,13278.20464,-778.97,0
2026-02-01 21:50:00,NSW1,70.91624,0,7911.2,13278.72178,-799.9,0
2026-02-01 21:55:00,NSW1,69.07225,0,7846.02,13192.09072,-793.59,0
2026-02-01 22:00:00,NSW1,67.87715,0,7820.05,13267.74932,-775.22,0
2026-02-01 22:05:00,NSW1,70.56064,0,7742.11,13247.77024,-817.93,0
2026-02-01 22:10:00,NSW1,68.40016,0,7776.35,13250.42072,-839.32,0
2026-02-01 22:15:00,NSW1,68.86608,0,7727.08,13253.17472,-834.17,0
2026-02-01 22:20:00,NSW1,68.97231,0,7636.28,13155.29638,-805.79,0
2026-02-01 22:25:00,NSW1,68.98988,0,7606.46,13173.78916,-786.78,0
2026-02-01 22:30:00,NSW1,66.45308,0,7586.19,13176.83706,-734.91,0
2026-02-01 22:35:00,NSW1,85.00491,0,7583.69,13143.8342,-713.95,0
2026-02-01 22:40:00,NSW1,82.24005,0,7551.13,13121.53551,-679.9,0
2026-02-01 22:45:00,NSW1,83.85709,0,7519.31,13084.35781,-809.07,0
2026-02-01 22:50:00,NSW1,80.21625,0,7397.77,13142.9135,-692.98,0
2026-02-01 22:55:00,NSW1,78.0,0,7402.45,13145.94113,-662.62,0
2026-02-01 23:00:00,NSW1,78.0,0,7475.8,13111.16755,-729.6,0
2026-02-01 23:05:00,NSW1,73.19,0,7302.52,13095.62733,-699.09,0
2026-02-01 23:10:00,NSW1,73.20008,0,7294.81,13141.79077,-685.41,0
2026-02-01 23:15:00,NSW1,73.19,0,7290.11,13180.31434,-748.9,0
2026-02-01 23:20:00,NSW1,73.19,0,7228.9,13204.95937,-747.9,0
2026-02-01 23:25:00,NSW1,73.19,0,7207.11,13217.97264,-719.95,0
2026-02-01 23:30:00,NSW1,73.19,0,7123.02,13209.60907,-671.95,0
2026-02-01 23:35:00,NSW1,73.20009,0,7085.04,13197.06725,-661.51,0
2026-02-01 23:40:00,NSW1,84.79,0,7126.21,13194.8024,-699.14,0
2026-02-01 23:45:00,NSW1,84.79,0,7074.69,13223.74995,-723.15,0
2026-02-01 23:50:00,NSW1,95.29118,0,7110.82,13196.24163,-667.1,0
2026-02-01 23:55:00,NSW1,86.07337,0,7058.01,13156.10133,-594.62,0
2026-02-02 00:00:00,NSW1,83.83018,0,7076.57,13191.62042,-595.56,0
2026-02-02 00:05:00,NSW1,89.9079,0,7037.8,13191.49092,-657.51,0
2026-02-02 00:10:00,NSW1,84.3154,0,6975.03,13181.43489,-672.61,0
2026-02-02 00:15:00,NSW1,83.79899,0,6888.76,13178.11662,-652.21,0
2026-02-02 00:20:00,NSW1,82.41996,0,6925.9,13155.19896,-711.74,0
2026-02-02 00:25:00,NSW1,74.12016,0,6899.14,13150.44429,-696.68,0
2026-02-02 00:30:00,NSW1,73.65902,0,6884.08,13144.45267,-659.83,0
2026-02-02 00:35:00,NSW1,74.16807,0,6834.81,13144.06718,-708.98,0
2026-02-02 00:40:00,NSW1,74.23534,0,6813.66,13141.06472,-718.77,0
2026-02-02 00:45:00,NSW1,79.95,0,6787.12,13130.15957,-765.41,0
2026-02-02 00:50:00,NSW1,82.17605,0,6759.79,13101.13407,-739.22,0
2026-02-02 00:55:00,NSW1,79.95,0,6724.17,13130.98213,-721.69,0
2026-02-02 01:00:00,NSW1,73.20003,0,6752.93,13150.75384,-711.32,0
2026-02-02 01:05:00,NSW1,74.32715,0,6701.62,13152.57587,-723.34,0
2026-02-02 01:10:00,NSW1,84.79,0,6635.94,13128.61966,-694.19,0
2026-02-02 01:15:00,NSW1,83.22584,0,6632.17,13125.74299,-611.05,0
2026-02-02 01:20:00,NSW1,73.19987,0,6638.38,13112.60536,-636.81,0
2026-02-02 01:25:00,NSW1,73.55696,0,6688.19,13104.35023,-653.77,0
2026-02-02 01:30:00,NSW1,73.19,0,6627.46,13135.11013,-624.68,0
2026-02-02 01:35:00,NSW1,79.95,0,6637.66,13124.20823,-603.5,0
2026-02-02 01:40:00,NSW1,79.95,0,6581.15,13109.28022,-626.7,0
2026-02-02 01:45:00,NSW1,73.20003,0,6574.41,13093.36238,-622.17,0
2026-02-02 01:50:00,NSW1,84.79,0,6567.45,13074.76427,-616.82,0
2026-02-02 01:55:00,NSW1,82.4201,0,6563.84,13083.92041,-613.46,0
2026-02-02 02:00:00,NSW1,79.95,0,6546.34,13082.20007,-614.25,0
2026-02-02 02:05:00,NSW1,65.0,0,6469.77,13155.57281,-585.92,0
2026-02-02 02:10:00,NSW1,65.0,0,6480.58,13174.24665,-589.99,0
2026-02-02 02:15:00,NSW1,81.43999,0,6520.2,13183.00728,-593.19,0
2026-02-02 02:20:00,NSW1,73.20002,0,6502.76,13204.18474,-582.04,0
2026-02-02 02:25:00,NSW1,73.20002,0,6552.96,13228.96176,-582.87,0
2026-02-02 02:30:00,NSW1,79.95011,0,6555.58,13229.56612,-578.9,0
2026-02-02 02:35:00,NSW1,79.95,0,6534.53,13207.49809,-571.48,0
2026-02-02 02:40:00,NSW1,79.95,0,6489.63,13190.96694,-582.18,0
2026-02-02 02:45:00,NSW1,79.95,0,6512.15,13182.54151,-580.08,0
2026-02-02 02:50:00,NSW1,79.95,0,6533.25,13202.31137,-585.51,0
2026-02-02 02:55:00,NSW1,73.19989,0,6475.52,13223.86543,-573.3,0
2026-02-02 03:00:00,NSW1,73.19996,0,6445.09,13240.25219,-567.72,0
2026-02-02 03:05:00,NSW1,73.20002,0,6391.76,13221.1139,-577.17,0
