intervals,average_nsw_rrp,average_vic_rrp,average_price_spread,average_absolute_price_spread,max_positive_spread_nsw_higher,max_negative_spread_vic_higher,divergence_intervals,extreme_divergence_intervals,divergence_share_pct,extreme_divergence_share_pct
8063,83.76218740543223,45.05545465707553,38.706732748356686,44.932888077638594,20308.0,-234.01791999999998,307,60,3.8075158129728384,0.7441398983008806
