regionid,total_intervals,spike_intervals,max_rrp,average_rrp,average_demand_mw,average_supply_demand_gap_mw,average_volatility_1h,spike_share_pct
NSW1,8063,53,20300.0,83.76218740543223,7872.512299392286,6512.723196596799,45.6588561987278,0.6573235768324445
VIC1,8063,0,269.77601,45.05545465707553,4692.430162470544,5454.301229902021,9.967064422333964,0.0
