settlementdate,total_absolute_flow,max_absolute_flow,average_absolute_flow,max_absolute_flow_change,high_flow_interconnector_count,high_flow_change_interconnector_count,congestion_signal_count,congestion_signal_flag
2026-02-01 00:30:00,1241.36,971.18,206.89333333333332,,0,0,0,False
2026-02-01 00:35:00,1409.72,999.57,234.95333333333335,92.97,0,2,2,True
2026-02-01 00:40:00,1363.19,1076.22,227.19833333333335,110.32,1,2,3,True
2026-02-01 00:45:00,1470.9199999999998,1053.62,245.1533333333333,87.39000000000001,0,1,1,True
2026-02-01 00:50:00,1393.8200000000002,1029.14,232.30333333333337,29.130000000000024,0,0,0,False
2026-02-01 00:55:00,1273.22,912.58,212.20333333333335,116.56000000000006,0,1,1,True
2026-02-01 01:00:00,1237.49,920.01,206.24833333333333,60.0,0,1,1,True
2026-02-01 01:05:00,1348.06,1031.56,224.67666666666665,111.54999999999995,0,0,0,False
2026-02-01 01:10:00,1324.75,1030.64,220.79166666666666,34.26000000000002,0,0,0,False
2026-02-01 01:15:00,1371.29,975.99,228.54833333333332,105.20000000000002,0,1,1,True
2026-02-01 01:20:00,1365.63,1002.76,227.60500000000002,26.769999999999982,0,0,0,False
2026-02-01 01:25:00,1191.84,960.5,198.64,171.23,0,1,1,True
2026-02-01 01:30:00,1257.51,1047.21,209.585,86.71000000000004,0,0,0,False
2026-02-01 01:35:00,1322.8000000000002,1030.43,220.4666666666667,65.41000000000001,0,0,0,False
2026-02-01 01:40:00,1394.28,1072.21,232.38,79.0,1,2,3,True
2026-02-01 01:45:00,1237.62,1042.33,206.26999999999998,43.0,0,0,0,False
2026-02-01 01:50:00,1398.9899999999998,1078.83,233.16499999999996,91.13,1,1,2,True
2026-02-01 01:55:00,1305.8100000000002,1088.89,217.63500000000002,79.75999999999999,1,0,1,True
2026-02-01 02:00:00,1378.42,1104.13,229.73666666666668,26.400000000000002,1,0,1,True
2026-02-01 02:05:00,1248.59,952.78,208.09833333333333,151.35000000000014,0,0,0,False
2026-02-01 02:10:00,1244.41,912.24,207.40166666666667,65.38,0,1,1,True
2026-02-01 02:15:00,1270.1399999999999,942.9,211.68999999999997,60.0,0,1,1,True
2026-02-01 02:20:00,1483.62,929.86,247.26999999999998,103.08,0,3,3,True
2026-02-01 02:25:00,1510.7,949.35,251.78333333333333,48.629999999999995,0,0,0,False
2026-02-01 02:30:00,1274.19,934.3,212.365,83.0,0,2,2,True
2026-02-01 02:35:00,1495.3400000000001,961.96,249.22333333333336,65.06,0,2,2,True
2026-02-01 02:40:00,1156.9,977.97,192.8166666666667,120.78,0,3,3,True
2026-02-01 02:45:00,1294.98,1010.93,215.83,92.0,0,2,2,True
2026-02-01 02:50:00,1154.24,1010.07,192.37333333333333,83.16,0,1,1,True
2026-02-01 02:55:00,1141.3,972.8,190.21666666666667,37.270000000000095,0,0,0,False
2026-02-01 03:00:00,1471.49,966.75,245.24833333333333,142.55,0,2,2,True
2026-02-01 03:05:00,1201.28,959.54,200.21333333333334,104.54,0,2,2,True
2026-02-01 03:10:00,1157.12,966.16,192.85333333333332,69.49,0,0,0,False
2026-02-01 03:15:00,1225.72,980.41,204.28666666666666,42.97,0,0,0,False
2026-02-01 03:20:00,1233.08,980.87,205.51333333333332,18.0,0,0,0,False
2026-02-01 03:25:00,1128.77,968.63,188.12833333333333,62.92,0,0,0,False
2026-02-01 03:30:00,1105.33,944.93,184.22166666666666,23.700000000000045,0,0,0,False
2026-02-01 03:35:00,1230.04,976.66,205.00666666666666,76.87,0,1,1,True
2026-02-01 03:40:00,1113.57,982.96,185.595,67.0,0,1,1,True
2026-02-01 03:45:00,1086.63,968.6,181.10500000000002,27.689999999999998,0,0,0,False
2026-02-01 03:50:00,1163.68,993.32,193.9466666666667,38.33,0,0,0,False
2026-02-01 03:55:00,1157.6200000000001,983.34,192.9366666666667,22.86,0,0,0,False
2026-02-01 04:00:00,1180.1,981.22,196.6833333333333,44.150000000000006,0,0,0,False
2026-02-01 04:05:00,1133.25,964.01,188.875,106.6,0,0,0,False
2026-02-01 04:10:00,1122.0900000000001,967.97,187.01500000000001,49.58,0,1,1,True
2026-02-01 04:15:00,1289.53,976.11,214.92166666666665,62.55,0,2,2,True
2026-02-01 04:20:00,1337.5,1015.47,222.91666666666666,39.360000000000014,0,0,0,False
2026-02-01 04:25:00,1284.81,1017.29,214.135,48.519999999999996,0,0,0,False
2026-02-01 04:30:00,1304.67,1036.63,217.44500000000002,87.12,0,0,0,False
2026-02-01 04:35:00,1418.27,1045.65,236.37833333333333,87.13,0,0,0,False
2026-02-01 04:40:00,1347.3000000000002,1045.92,224.55000000000004,64.2,0,2,2,True
2026-02-01 04:45:00,1480.2599999999998,1080.37,246.70999999999995,63.67,1,2,3,True
2026-02-01 04:50:00,1432.1499999999999,1065.06,238.69166666666663,47.83,0,0,0,False
2026-02-01 04:55:00,1386.2,1023.51,231.03333333333333,41.549999999999955,0,0,0,False
2026-02-01 05:00:00,1469.81,1039.54,244.96833333333333,97.94999999999999,0,0,0,False
2026-02-01 05:05:00,1505.2,1062.29,250.86666666666667,26.450000000000003,0,0,0,False
2026-02-01 05:10:00,1513.41,1054.88,252.235,40.459999999999994,0,0,0,False
2026-02-01 05:15:00,1579.39,1055.9,263.2316666666667,38.2,0,0,0,False
2026-02-01 05:20:00,1501.9,1066.3,250.3166666666667,67.15,0,0,0,False
2026-02-01 05:25:00,1476.34,1044.35,246.05666666666664,21.950000000000045,0,0,0,False
2026-02-01 05:30:00,1470.02,1044.66,245.00333333333333,2.210000000000001,0,0,0,False
2026-02-01 05:35:00,1528.23,1069.26,254.705,30.989999999999995,0,0,0,False
2026-02-01 05:40:00,1465.19,1048.6,244.19833333333335,52.669999999999995,0,0,0,False
2026-02-01 05:45:00,1507.67,1081.56,251.27833333333334,32.960000000000036,1,0,1,True
2026-02-01 05:50:00,1527.5,1093.92,254.58333333333334,12.360000000000127,1,0,1,True
2026-02-01 05:55:00,1495.64,1092.21,249.27333333333334,90.3,1,0,1,True
2026-02-01 06:00:00,1481.68,1094.26,246.9466666666667,23.379999999999995,1,0,1,True
2026-02-01 06:05:00,1421.5299999999997,1096.87,236.92166666666662,57.870000000000005,1,0,1,True
2026-02-01 06:10:00,1436.47,1075.97,239.41166666666666,29.080000000000013,1,0,1,True
2026-02-01 06:15:00,1501.43,1078.42,250.23833333333334,73.41999999999999,1,0,1,True
2026-02-01 06:20:00,1407.91,1046.39,234.65166666666667,58.209999999999994,0,1,1,True
2026-02-01 06:25:00,1466.4,1009.43,244.4,73.88000000000002,0,0,0,False
2026-02-01 06:30:00,1433.86,939.06,238.97666666666666,70.37,0,0,0,False
2026-02-01 06:35:00,1652.35,1004.16,275.39166666666665,108.43,0,0,0,False
2026-02-01 06:40:00,1612.1,994.02,268.68333333333334,19.019999999999982,0,0,0,False
2026-02-01 06:45:00,1733.94,1010.18,288.99,58.079999999999984,0,0,0,False
2026-02-01 06:50:00,1847.13,1005.58,307.855,123.58000000000004,0,0,0,False
2026-02-01 06:55:00,2001.65,1003.91,333.60833333333335,95.12,0,0,0,False
2026-02-01 07:00:00,2106.87,1000.34,351.145,142.13,1,0,1,True
2026-02-01 07:05:00,2148.31,1003.72,358.0516666666667,205.88,1,2,2,True
2026-02-01 07:10:00,1996.67,901.0,332.77833333333336,102.72000000000003,1,1,2,True
2026-02-01 07:15:00,1941.42,872.85,323.57,118.97000000000003,0,1,1,True
2026-02-01 07:20:00,1905.11,852.06,317.5183333333333,82.3,1,1,2,True
2026-02-01 07:25:00,1909.1100000000001,854.97,318.185,32.230000000000004,2,1,2,True
2026-02-01 07:30:00,2133.7,988.06,355.6166666666666,167.40999999999997,1,3,4,True
2026-02-01 07:35:00,1678.2600000000002,753.21,279.71000000000004,349.2399999999999,0,3,3,True
2026-02-01 07:40:00,1527.4099999999999,744.17,254.5683333333333,115.69000000000005,0,1,1,True
2026-02-01 07:45:00,1691.9199999999998,815.02,281.9866666666666,70.85000000000002,1,1,1,True
2026-02-01 07:50:00,1819.46,897.42,303.24333333333334,82.39999999999998,1,0,1,True
2026-02-01 07:55:00,1928.45,951.74,321.40833333333336,77.0,1,1,2,True
2026-02-01 08:00:00,2038.19,980.51,339.6983333333333,56.11,1,2,3,True
2026-02-01 08:05:00,2197.46,1020.56,366.24333333333334,105.44,1,1,2,True
2026-02-01 08:10:00,2234.46,1005.48,372.41,42.09,1,0,1,True
2026-02-01 08:15:00,2224.82,991.94,370.80333333333334,30.24000000000001,1,0,1,True
2026-02-01 08:20:00,2244.24,976.48,374.03999999999996,32.03999999999999,1,0,1,True
2026-02-01 08:25:00,2255.58,1000.86,375.93,84.91,1,0,1,True
2026-02-01 08:30:00,2243.79,998.36,373.965,26.51000000000002,1,0,1,True
2026-02-01 08:35:00,2295.46,974.68,382.57666666666665,129.62000000000003,1,1,2,True
2026-02-01 08:40:00,2265.62,961.69,377.6033333333333,28.330000000000013,1,0,1,True
2026-02-01 08:45:00,2370.15,976.46,395.02500000000003,64.75999999999996,1,0,1,True
2026-02-01 08:50:00,2295.79,947.77,382.63166666666666,33.45999999999998,1,0,1,True
2026-02-01 08:55:00,2206.34,966.67,367.72333333333336,75.72,1,0,1,True
2026-02-01 09:00:00,2125.75,925.93,354.2916666666667,40.74000000000001,1,0,1,True
2026-02-01 09:05:00,1984.53,900.88,330.755,71.06999999999994,1,0,1,True
2026-02-01 09:10:00,2021.02,924.34,336.83666666666664,64.3,1,0,1,True
2026-02-01 09:15:00,1854.2600000000002,936.59,309.04333333333335,74.70999999999992,0,1,1,True
2026-02-01 09:20:00,1900.29,920.46,316.715,44.84999999999991,1,1,1,True
2026-02-01 09:25:00,1853.71,911.06,308.95166666666665,39.519999999999996,1,0,1,True
2026-02-01 09:30:00,1863.55,916.92,310.59166666666664,41.56,1,0,1,True
2026-02-01 09:35:00,1940.81,882.67,323.4683333333333,134.36999999999998,0,3,3,True
2026-02-01 09:40:00,1913.77,853.94,318.96166666666664,28.729999999999905,0,0,0,False
2026-02-01 09:45:00,1899.96,891.55,316.66,37.6099999999999,0,0,0,False
2026-02-01 09:50:00,1948.35,886.31,324.72499999999997,75.70000000000002,0,0,0,False
2026-02-01 09:55:00,1922.18,886.35,320.36333333333334,49.55000000000001,0,0,0,False
2026-02-01 10:00:00,1912.7,917.59,318.78333333333336,31.24000000000001,0,0,0,False
2026-02-01 10:05:00,1867.63,932.04,311.2716666666667,90.11999999999999,1,1,1,True
2026-02-01 10:10:00,1863.32,912.54,310.55333333333334,72.21000000000004,1,1,1,True
2026-02-01 10:15:00,1670.66,864.37,278.4433333333333,82.0,1,2,2,True
2026-02-01 10:20:00,1463.95,671.83,243.99166666666667,192.53999999999996,1,2,3,True
2026-02-01 10:25:00,1278.4699999999998,569.31,213.0783333333333,341.87000000000006,1,3,4,True
2026-02-01 10:30:00,1135.25,550.61,189.20833333333334,61.85999999999996,1,1,2,True
2026-02-01 10:35:00,1601.8400000000001,542.95,266.97333333333336,254.75,1,3,4,True
2026-02-01 10:40:00,1817.05,679.93,302.84166666666664,157.07999999999993,1,0,1,True
2026-02-01 10:45:00,1403.53,514.14,233.92166666666665,455.94999999999993,1,2,3,True
2026-02-01 10:50:00,1704.76,502.18,284.12666666666667,278.20000000000005,1,1,2,True
2026-02-01 10:55:00,1710.62,584.0,285.1033333333333,86.48000000000002,0,1,1,True
2026-02-01 11:00:00,1477.67,663.0,246.27833333333334,324.0,0,1,1,True
2026-02-01 11:05:00,1894.08,614.78,315.68,419.21,1,2,2,True
2026-02-01 11:10:00,1381.96,551.29,230.32666666666668,436.02,1,1,2,True
2026-02-01 11:15:00,1965.46,640.3,327.57666666666665,552.81,1,1,2,True
2026-02-01 11:20:00,1785.68,524.58,297.61333333333334,115.71999999999991,1,0,1,True
2026-02-01 11:25:00,1261.21,486.08,210.20166666666668,396.22,1,1,2,True
2026-02-01 11:30:00,1664.32,566.49,277.38666666666666,438.13,0,3,3,True
2026-02-01 11:35:00,1532.63,487.64,255.43833333333336,790.61,2,3,3,True
2026-02-01 11:40:00,1413.77,424.79,235.62833333333333,648.9100000000001,1,3,4,True
2026-02-01 11:45:00,1627.29,492.93,271.215,126.86000000000001,1,1,1,True
2026-02-01 11:50:00,1219.46,483.21,203.24333333333334,391.64,0,4,4,True
2026-02-01 11:55:00,1502.8899999999999,437.43,250.48166666666665,281.48999999999995,0,3,3,True
2026-02-01 12:00:00,1380.76,446.2,230.12666666666667,109.10999999999996,0,2,2,True
2026-02-01 12:05:00,1468.04,384.79,244.67333333333332,85.64999999999998,1,2,2,True
2026-02-01 12:10:00,1186.92,465.79,197.82000000000002,190.16000000000003,0,2,2,True
2026-02-01 12:15:00,1032.77,302.11,172.12833333333333,243.70999999999998,1,4,4,True
2026-02-01 12:20:00,1057.75,315.36,176.29166666666666,100.28999999999999,2,1,2,True
2026-02-01 12:25:00,1161.08,316.58,193.51333333333332,255.76,1,1,2,True
2026-02-01 12:30:00,1120.59,337.23,186.765,146.77,1,1,1,True
2026-02-01 12:35:00,1330.47,451.68,221.745,114.44999999999999,0,1,1,True
2026-02-01 12:40:00,1541.74,603.14,256.95666666666665,151.45999999999998,0,2,2,True
2026-02-01 12:45:00,1540.52,588.57,256.75333333333333,36.48,1,1,1,True
2026-02-01 12:50:00,1511.58,573.91,251.92999999999998,48.8,1,0,1,True
2026-02-01 12:55:00,1613.3,565.46,268.8833333333333,59.94999999999999,2,1,2,True
2026-02-01 13:00:00,1527.8899999999999,525.12,254.6483333333333,41.78999999999999,1,1,2,True
2026-02-01 13:05:00,1214.4099999999999,460.14,202.40166666666664,176.03000000000003,1,2,3,True
2026-02-01 13:10:00,1184.03,452.04,197.33833333333334,136.03999999999996,2,1,2,True
2026-02-01 13:15:00,1281.31,456.79,213.55166666666665,106.70999999999998,1,1,2,True
2026-02-01 13:20:00,1454.45,613.03,242.40833333333333,293.27,0,2,2,True
2026-02-01 13:25:00,1335.08,517.49,222.51333333333332,95.53999999999996,0,2,2,True
2026-02-01 13:30:00,1170.24,436.25,195.04,251.23000000000002,0,2,2,True
2026-02-01 13:35:00,1271.34,424.19,211.89,365.22,1,2,2,True
2026-02-01 13:40:00,1188.9,449.58,198.15,256.84,1,2,3,True
2026-02-01 13:45:00,1158.22,436.85,193.03666666666666,125.53999999999999,0,1,1,True
2026-02-01 13:50:00,1079.44,433.27,179.90666666666667,241.74,0,2,2,True
2026-02-01 13:55:00,964.37,442.2,160.72833333333332,141.66,0,1,1,True
2026-02-01 14:00:00,877.66,442.44,146.27666666666667,67.31000000000002,0,1,1,True
2026-02-01 14:05:00,937.5500000000001,426.61,156.25833333333335,245.98000000000002,0,2,2,True
2026-02-01 14:10:00,996.83,440.47,166.13833333333335,252.9,1,3,3,True
2026-02-01 14:15:00,860.13,464.05,143.355,159.52,0,3,3,True
2026-02-01 14:20:00,987.1800000000001,438.94,164.53,122.14000000000001,0,0,0,False
2026-02-01 14:25:00,1310.74,436.63,218.45666666666668,298.28,1,2,2,True
2026-02-01 14:30:00,1028.46,440.36,171.41,104.67999999999998,0,2,2,True
2026-02-01 14:35:00,1063.4,422.09,177.23333333333335,32.50999999999999,0,0,0,False
2026-02-01 14:40:00,1054.48,427.47,175.74666666666667,55.80000000000001,0,0,0,False
2026-02-01 14:45:00,1124.42,431.03,187.40333333333334,43.889999999999986,0,0,0,False
2026-02-01 14:50:00,1177.67,432.03,196.27833333333334,124.13999999999999,0,0,0,False
2026-02-01 14:55:00,971.7,436.98,161.95000000000002,178.25,0,1,1,True
2026-02-01 15:00:00,1081.04,440.05,180.17333333333332,132.92000000000002,0,0,0,False
2026-02-01 15:05:00,964.29,434.14,160.715,59.30000000000001,0,0,0,False
2026-02-01 15:10:00,940.49,442.23,156.74833333333333,51.56,0,0,0,False
2026-02-01 15:15:00,950.89,468.8,158.48166666666665,107.28999999999999,0,0,0,False
2026-02-01 15:20:00,822.5,436.65,137.08333333333334,79.64,0,0,0,False
2026-02-01 15:25:00,928.6700000000001,436.51,154.77833333333334,118.40999999999998,0,0,0,False
2026-02-01 15:30:00,1076.66,470.16,179.44333333333336,52.27000000000001,0,0,0,False
2026-02-01 15:35:00,877.23,295.39,146.205,174.77000000000004,0,1,1,True
2026-02-01 15:40:00,930.92,440.43,155.15333333333334,151.5,0,3,3,True
2026-02-01 15:45:00,806.49,444.95,134.415,138.31,0,2,2,True
2026-02-01 15:50:00,808.6899999999999,336.38,134.78166666666667,108.57,0,1,1,True
2026-02-01 15:55:00,937.77,463.13,156.295,126.75,0,1,1,True
2026-02-01 16:00:00,869.1300000000001,421.41,144.85500000000002,97.65,1,1,1,True
2026-02-01 16:05:00,1093.32,473.74,182.22,190.04,0,2,2,True
2026-02-01 16:10:00,996.0799999999999,464.39,166.01333333333332,85.21,0,0,0,False
2026-02-01 16:15:00,997.48,467.79,166.24666666666667,48.64,0,0,0,False
2026-02-01 16:20:00,859.52,470.27,143.25333333333333,118.92,0,0,0,False
2026-02-01 16:25:00,1025.36,476.09,170.89333333333332,157.02999999999997,0,0,0,False
2026-02-01 16:30:00,1107.94,488.35,184.65666666666667,35.11,0,0,0,False
2026-02-01 16:35:00,992.46,490.73,165.41,93.11000000000001,0,1,1,True
2026-02-01 16:40:00,820.8499999999999,321.95,136.8083333333333,168.78000000000003,0,1,1,True
2026-02-01 16:45:00,954.1899999999999,373.37,159.03166666666667,51.420000000000016,0,0,0,False
2026-02-01 16:50:00,958.29,389.21,159.715,109.52000000000001,0,0,0,False
2026-02-01 16:55:00,964.76,335.34,160.79333333333332,65.02,0,0,0,False
2026-02-01 17:00:00,931.9200000000001,330.41,155.32000000000002,80.78999999999999,0,0,0,False
2026-02-01 17:05:00,929.66,323.12,154.94333333333333,97.47,0,1,1,True
2026-02-01 17:10:00,885.63,302.36,147.605,48.93999999999997,0,0,0,False
2026-02-01 17:15:00,983.22,256.98,163.87,142.72,0,0,0,False
2026-02-01 17:20:00,1105.3899999999999,295.71,184.23166666666665,57.25,0,0,0,False
2026-02-01 17:25:00,1170.35,422.15,195.0583333333333,128.08999999999997,0,0,0,False
2026-02-01 17:30:00,1194.1,404.01,199.01666666666665,44.93000000000001,0,0,0,False
2026-02-01 17:35:00,1147.1399999999999,486.88,191.18999999999997,82.87,0,0,0,False
2026-02-01 17:40:00,1021.8,465.28,170.29999999999998,132.06,0,0,0,False
2026-02-01 17:45:00,905.74,313.4,150.95666666666668,151.88,0,0,0,False
2026-02-01 17:50:00,909.76,457.82,151.62666666666667,144.42000000000002,0,1,1,True
2026-02-01 17:55:00,1090.87,593.22,181.81166666666664,135.40000000000003,0,1,1,True
2026-02-01 18:00:00,956.8299999999999,512.29,159.47166666666666,97.84,0,0,0,False
2026-02-01 18:05:00,1260.2,646.45,210.03333333333333,241.52,0,1,1,True
2026-02-01 18:10:00,1180.36,613.91,196.72666666666666,76.80000000000001,1,0,1,True
2026-02-01 18:15:00,1584.87,845.27,264.145,231.36,1,2,3,True
2026-02-01 18:20:00,1591.67,842.54,265.27833333333336,29.139999999999986,1,0,1,True
2026-02-01 18:25:00,1419.15,901.77,236.525,144.04000000000002,0,2,2,True
2026-02-01 18:30:00,1305.35,935.31,217.5583333333333,91.5,0,1,1,True
2026-02-01 18:35:00,1375.06,960.98,229.17666666666665,79.0,0,1,1,True
2026-02-01 18:40:00,1353.98,993.59,225.66333333333333,85.68,0,1,1,True
2026-02-01 18:45:00,1479.73,1007.93,246.62166666666667,63.359999999999985,0,0,0,False
2026-02-01 18:50:00,1434.83,1014.84,239.13833333333332,29.48999999999998,0,0,0,False
2026-02-01 18:55:00,1390.3799999999999,1026.33,231.73,61.23000000000002,0,0,0,False
2026-02-01 19:00:00,1405.01,1035.08,234.16833333333332,80.4,0,0,0,False
2026-02-01 19:05:00,1381.87,1033.98,230.31166666666664,41.91,0,0,0,False
2026-02-01 19:10:00,1409.1499999999999,1041.59,234.85833333333332,27.650000000000006,0,0,0,False
2026-02-01 19:15:00,1429.14,1040.65,238.19000000000003,45.84,0,0,0,False
2026-02-01 19:20:00,1422.95,1045.01,237.15833333333333,55.1,0,0,0,False
2026-02-01 19:25:00,1543.24,1041.75,257.20666666666665,60.21000000000001,0,0,0,False
2026-02-01 19:30:00,1444.69,1045.7,240.78166666666667,47.56,0,0,0,False
2026-02-01 19:35:00,1501.85,1047.52,250.3083333333333,25.84,0,0,0,False
2026-02-01 19:40:00,1518.95,1048.39,253.15833333333333,46.4,0,1,1,True
2026-02-01 19:45:00,1507.34,1037.37,251.22333333333333,15.899999999999991,0,0,0,False
2026-02-01 19:50:00,1514.79,1047.57,252.465,29.849999999999994,0,0,0,False
2026-02-01 19:55:00,1544.04,1049.21,257.34,28.94999999999999,0,0,0,False
2026-02-01 20:00:00,1703.54,1049.18,283.92333333333335,70.81,0,1,1,True
2026-02-01 20:05:00,1761.6000000000001,1118.17,293.6,68.99000000000001,1,0,1,True
2026-02-01 20:10:00,1746.2800000000002,1123.2,291.0466666666667,15.310000000000002,1,0,1,True
2026-02-01 20:15:00,1711.3400000000001,1125.18,285.22333333333336,28.129999999999995,1,0,1,True
2026-02-01 20:20:00,1756.19,1125.34,292.6983333333333,24.790000000000006,1,0,1,True
2026-02-01 20:25:00,1753.14,1121.9,292.19,50.43000000000001,1,0,1,True
2026-02-01 20:30:00,1797.5500000000002,1115.69,299.5916666666667,49.26000000000002,1,0,1,True
2026-02-01 20:35:00,1815.19,1110.8,302.5316666666667,35.25999999999999,1,0,1,True
2026-02-01 20:40:00,1799.52,1132.88,299.92,31.430000000000007,1,0,1,True
2026-02-01 20:45:00,1781.4,1123.46,296.90000000000003,23.439999999999998,1,0,1,True
2026-02-01 20:50:00,1776.82,1120.53,296.13666666666666,2.9300000000000637,1,0,1,True
2026-02-01 20:55:00,1756.2399999999998,1117.61,292.70666666666665,32.02000000000001,1,0,1,True
2026-02-01 21:00:00,1825.43,1114.21,304.23833333333334,60.920000000000016,1,0,1,True
2026-02-01 21:05:00,1894.87,1124.61,315.81166666666667,40.539999999999964,1,0,1,True
2026-02-01 21:10:00,1861.8899999999999,1116.25,310.315,26.360000000000014,1,0,1,True
2026-02-01 21:15:00,1873.87,1110.49,312.31166666666667,17.22,1,0,1,True
2026-02-01 21:20:00,1949.08,1119.12,324.84666666666664,47.78000000000003,1,0,1,True
2026-02-01 21:25:00,1908.13,1123.51,318.0216666666667,34.660000000000025,1,0,1,True
2026-02-01 21:30:00,1954.2400000000002,1124.14,325.7066666666667,25.370000000000005,1,0,1,True
2026-02-01 21:35:00,1926.26,1123.97,321.04333333333335,17.680000000000007,1,0,1,True
2026-02-01 21:40:00,1922.6399999999999,1126.03,320.44,9.399999999999977,1,0,1,True
2026-02-01 21:45:00,1930.62,1117.97,321.77,8.329999999999984,1,0,1,True
2026-02-01 21:50:00,1927.77,1126.53,321.295,12.169999999999987,1,0,1,True
2026-02-01 21:55:00,1951.5,1126.05,325.25,18.390000000000043,1,0,1,True
2026-02-01 22:00:00,1934.7,1113.18,322.45,12.86999999999989,1,0,1,True
2026-02-01 22:05:00,1861.25,1124.97,310.2083333333333,55.80000000000001,1,0,1,True
2026-02-01 22:10:00,1909.19,1123.77,318.1983333333333,70.92000000000002,1,0,1,True
2026-02-01 22:15:00,1932.98,1129.05,322.16333333333336,9.939999999999998,1,0,1,True
2026-02-01 22:20:00,1975.44,1133.84,329.24,31.580000000000013,1,0,1,True
2026-02-01 22:25:00,2045.93,1137.92,340.98833333333334,45.60000000000002,1,0,1,True
2026-02-01 22:30:00,2091.1800000000003,1141.77,348.53000000000003,44.690000000000026,1,0,1,True
2026-02-01 22:35:00,2119.26,1140.21,353.21000000000004,18.029999999999973,1,0,1,True
2026-02-01 22:40:00,2161.97,1138.29,360.3283333333333,30.589999999999975,1,0,1,True
2026-02-01 22:45:00,2020.29,1135.96,336.715,115.17999999999998,1,0,1,True
2026-02-01 22:50:00,2040.35,1084.87,340.05833333333334,65.46000000000001,1,0,1,True
2026-02-01 22:55:00,2031.1200000000001,1084.17,338.52000000000004,36.69,1,0,1,True
2026-02-01 23:00:00,2002.67,1083.99,333.77833333333336,62.01999999999998,1,0,1,True
2026-02-01 23:05:00,2073.79,1084.61,345.63166666666666,40.35000000000002,1,0,1,True
2026-02-01 23:10:00,2053.01,1071.51,342.16833333333335,13.099999999999909,1,0,1,True
2026-02-01 23:15:00,2010.4699999999998,1086.06,335.0783333333333,46.74000000000001,1,0,1,True
2026-02-01 23:20:00,2017.26,1088.2,336.21,3.230000000000018,1,0,1,True
2026-02-01 23:25:00,2020.25,1074.17,336.7083333333333,14.099999999999966,1,0,1,True
2026-02-01 23:30:00,2052.8,1084.55,342.1333333333334,55.38000000000005,1,0,1,True
2026-02-01 23:35:00,2003.5,1086.04,333.9166666666667,62.52999999999997,1,0,1,True
2026-02-01 23:40:00,1920.9899999999998,1081.12,320.16499999999996,39.70999999999998,1,0,1,True
2026-02-01 23:45:00,1898.1699999999998,1084.34,316.3616666666666,19.430000000000007,1,0,1,True
2026-02-01 23:50:00,1914.33,1080.6,319.055,48.579999999999984,1,1,2,True
2026-02-01 23:55:00,1943.49,1027.38,323.915,53.2199999999998,0,1,1,True
2026-02-02 00:00:00,1944.54,1034.22,324.09,10.159999999999968,0,0,0,False
2026-02-02 00:05:00,1923.3500000000001,1043.68,320.55833333333334,49.71999999999997,0,0,0,False
2026-02-02 00:10:00,1902.52,1039.09,317.08666666666664,17.439999999999998,0,0,0,False
2026-02-02 00:15:00,1885.57,1033.6,314.26166666666666,26.399999999999977,0,0,0,False
2026-02-02 00:20:00,1855.85,1047.57,309.30833333333334,40.170000000000016,0,0,0,False
2026-02-02 00:25:00,1848.51,1044.75,308.085,16.660000000000025,0,0,0,False
2026-02-02 00:30:00,1866.04,1055.51,311.00666666666666,44.64999999999998,0,0,0,False
2026-02-02 00:35:00,1830.69,1051.58,305.115,42.129999999999995,0,0,0,False
2026-02-02 00:40:00,1781.58,1051.73,296.93,41.06,0,0,0,False
2026-02-02 00:45:00,1823.35,1100.68,303.89166666666665,48.950000000000045,1,0,1,True
2026-02-02 00:50:00,1832.4,1088.01,305.40000000000003,13.139999999999986,1,0,1,True
2026-02-02 00:55:00,1813.3799999999999,1073.03,302.22999999999996,14.980000000000018,1,0,1,True
2026-02-02 01:00:00,1850.1499999999999,1085.36,308.3583333333333,15.29000000000002,1,0,1,True
2026-02-02 01:05:00,1847.8200000000002,1086.15,307.97,7.480000000000018,1,0,1,True
2026-02-02 01:10:00,1856.43,1081.73,309.40500000000003,16.19999999999999,1,0,1,True
2026-02-02 01:15:00,1920.1999999999998,1084.34,320.0333333333333,80.75,1,0,1,True
2026-02-02 01:20:00,1907.39,1085.13,317.89833333333337,23.689999999999998,1,0,1,True
2026-02-02 01:25:00,1909.6100000000001,1086.7,318.2683333333334,15.680000000000007,1,0,1,True
2026-02-02 01:30:00,1949.01,1086.59,324.835,27.71999999999997,1,0,1,True
2026-02-02 01:35:00,1975.22,1079.79,329.2033333333333,47.17,2,1,2,True
2026-02-02 01:40:00,1962.62,1079.37,327.1033333333333,23.17,1,1,2,True
2026-02-02 01:45:00,1969.2199999999998,1080.07,328.2033333333333,16.0,2,1,2,True
2026-02-02 01:50:00,1977.73,1075.38,329.62166666666667,26.519999999999982,1,1,2,True
2026-02-02 01:55:00,1998.0,1071.95,333.0,23.58000000000004,1,0,1,True
2026-02-02 02:00:00,2023.9099999999999,1085.02,337.3183333333333,13.069999999999936,1,0,1,True
2026-02-02 02:05:00,2053.27,1066.71,342.21166666666664,37.370000000000005,1,1,1,True
2026-02-02 02:10:00,2062.77,1077.3,343.795,10.589999999999918,2,0,2,True
2026-02-02 02:15:00,2050.56,1066.34,341.76,40.0,0,1,1,True
2026-02-02 02:20:00,2068.75,1070.81,344.7916666666667,16.0,1,1,2,True
